,Kingdom,Phylum,Class,Order,Family,Genus,Species
4976,Eukaryota,NA,NA,NA,NA,NA,NA
4977,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
4978,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4979,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
4980,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
4981,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA,NA
4982,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),PAUC26f,NA
4983,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA,NA
4984,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
4985,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA
4986,Bacteria,Planctomycetes,028H05-P-BN-P5,NA,NA,NA,NA
4987,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla,NA
4988,Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,NA,NA,NA
4989,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma,NA
4990,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera,NA
4991,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
4992,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4993,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
4994,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
4995,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
4996,Bacteria,NA,NA,NA,NA,NA,NA
4997,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4998,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA,NA
4999,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
5000,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
5001,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA,NA
5002,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
5003,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
5004,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA,NA
5005,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
5006,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA,NA
5007,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,NA
5008,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
5009,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
5010,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
5011,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5012,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
5013,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
5014,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA,NA
5015,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
5016,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,NA
5017,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5018,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
5019,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA,NA
5020,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,NA,NA
5021,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
5022,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodopirillaceae,Defluviicoccus,NA
5023,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,NA,NA
5024,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA,NA
5025,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Achromobacter,NA
5026,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5027,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
5028,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
5029,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,NA
5030,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5031,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
5032,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5033,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5034,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA,NA
5035,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA,NA
5036,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
5037,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5038,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA
5039,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
5040,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
5041,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA,NA
5042,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
5043,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
5044,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
5045,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5046,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
5047,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,NA
5048,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
5049,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
5050,NA,NA,NA,NA,NA,NA,NA
5051,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,NA
5052,Bacteria,NA,NA,NA,NA,NA,NA
5053,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5054,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA,NA
5055,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,NA,NA
5056,Eukaryota,NA,NA,NA,NA,NA,NA
5057,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5058,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
5059,Bacteria,Acidobacteria,Subgroup_9,NA,NA,NA,NA
5060,Archaea,NA,NA,NA,NA,NA,NA
5061,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
5062,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5063,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
5064,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
5065,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,NA
5066,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,terrae
5067,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5068,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,NA,NA
5069,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA
5070,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5071,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
5072,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5073,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,NA
5074,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5075,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
5076,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,NA,NA
5077,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma,NA
5078,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Soortia,NA
5079,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
5080,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA,NA
5081,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA,NA
5082,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
5083,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5084,Bacteria,NA,NA,NA,NA,NA,NA
5085,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5086,Bacteria,BRC1,NA,NA,NA,NA,NA
5087,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,NA,NA,NA
5088,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,NA
5089,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
5090,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,NA
5091,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
5092,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
5093,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
5094,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5095,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
5096,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,NA
5097,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
5098,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5099,Bacteria,Planctomycetes,BD7-11,NA,NA,NA,NA
5100,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
5101,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA,NA
5102,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
5103,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,C8S-102,NA,NA
5104,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B4-70,NA,NA
5105,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA,NA
5106,NA,NA,NA,NA,NA,NA,NA
5107,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA,NA
5108,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,NA,NA
5109,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5110,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
5111,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
5112,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
5113,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
5114,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5115,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
5116,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,NA
5117,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA,NA
5118,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
5119,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,NA
5120,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
5121,Bacteria,Zixibacteria,NA,NA,NA,NA,NA
5122,Bacteria,NA,NA,NA,NA,NA,NA
5123,Bacteria,NA,NA,NA,NA,NA,NA
5124,Eukaryota,NA,NA,NA,NA,NA,NA
5125,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,NA
5126,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,NA,NA
5127,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
5128,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5129,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
5130,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,NA
5131,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
5132,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5133,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,SBZC-1223,NA
5134,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5135,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
5136,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
5137,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Endothiovibrio,NA
5138,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
5139,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,nigricans
5140,Eukaryota,NA,NA,NA,NA,NA,NA
5141,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
5142,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,NA
5143,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5144,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
5145,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
5146,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
5148,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
5149,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma,NA
5150,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5151,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5152,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,NA
5153,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5154,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,NA,NA
5155,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Coleofasciculaceae,Moorea_3L,NA
5156,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,NA
5157,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
5158,Bacteria,NA,NA,NA,NA,NA,NA
5159,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA,NA
5160,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA,NA
5161,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA,NA
5162,Bacteria,NA,NA,NA,NA,NA,NA
5163,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
5164,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
5165,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5166,Bacteria,Acidobacteria,Subgroup_26,NA,NA,NA,NA
5167,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5168,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
5169,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
5170,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,NA,NA
5171,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5172,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Shapirobacteria,NA,NA,NA
5173,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5174,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
5175,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
5176,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
5177,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
5178,Bacteria,BRC1,NA,NA,NA,NA,NA
5179,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
5180,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
5181,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
5182,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,NA
5183,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,NA
5184,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,NA
5185,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5186,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5187,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA,NA
5188,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
5189,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5190,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
5191,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA,NA
5192,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
5193,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla,NA
5194,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA
5195,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
5196,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,NA
5197,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
5198,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA,NA
5199,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,NA,NA
5200,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
5201,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Phormidium_MBIC10003,NA
5202,Bacteria,Kiritimatiellaeota,Kiritimatiellae,NA,NA,NA,NA
5203,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
5204,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
5205,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA,NA
5206,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5207,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
5208,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
5209,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,NA
5210,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
5211,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,NA
5212,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
5213,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
5214,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
5215,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA,NA
5216,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,NA
5217,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
5218,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,NA
5219,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
5220,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
5221,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
5222,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5223,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
5224,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
5225,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
5226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
5227,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5228,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
5229,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5230,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA,NA
5231,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
5232,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
5233,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5234,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA,NA
5235,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
5236,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
5237,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
5238,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
5239,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA
5240,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,NA
5241,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5242,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
5243,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,FS142-36B-02,NA
5244,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA,NA
5245,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
5246,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
5247,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
5248,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
5249,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,NA
5250,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
5251,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
5252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA
5253,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,NA
5254,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA
5255,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Thalassolituus,NA
5256,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Psychrobium,NA
5257,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
5258,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
5259,Archaea,NA,NA,NA,NA,NA,NA
5260,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Bacilloplasma,NA
5261,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,NA
5262,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
5263,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
5264,Bacteria,Elusimicrobia,Lineage_IIb,NA,NA,NA,NA
5265,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
5266,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,NA,NA,NA
5267,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
5268,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
5269,Archaea,NA,NA,NA,NA,NA,NA
5270,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
5271,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
5272,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
